0,1,2
0.021207090467214584,0.01488808367100373,3.908117028894612e-05
0.02120603434741497,0.01488808367100373,0.0001574524660336939
0.021207090467214584,0.01488808367100373,6.81686552799591e-05
0.025544555857777596,0.01488808367100373,0.0028856397928453343
0.021207090467214584,0.01488808367100373,5.9936756921705764e-05
0.021207058802247047,0.01488808367100373,0.00010033008980878263
0.021210255101323128,0.01488808367100373,7.631144632466802e-05
0.9578824639320374,0.952396755845456,0.9998537818466703
0.9569422006607056,0.952396755845456,0.9995960904943141
0.021207090467214584,0.01488808367100373,3.3084385810862936e-05
0.9577671885490417,0.952396755845456,0.9998736609744061
0.021207058802247047,0.01488808367100373,9.374878103769345e-05
0.021207090467214584,0.01488808367100373,5.0618135251592094e-05
0.9577671885490417,0.952396755845456,0.9998504180185462
0.021207090467214584,0.01488808367100373,3.34990966146893e-05
0.021207090467214584,0.01488808367100373,6.363451891260716e-05
0.5332094430923462,0.5181032560154031,0.5719508163500759
0.021207090467214584,0.01488808367100373,3.9530205255539774e-05
0.9578278064727783,0.952396755845456,0.9996725305505176
0.021207090467214584,0.01488808367100373,5.0706919293874516e-05
0.021207090467214584,0.01488808367100373,5.810754068249711e-05
0.021210255101323128,0.01488808367100373,7.672810000804671e-05
0.021210255101323128,0.01488808367100373,5.364835222435955e-05
0.9577671885490417,0.952396755845456,0.9998601389142917
0.9577671885490417,0.952396755845456,0.9998306488477545
0.6838906407356262,0.7081987549041726,0.7534516534614598
0.021207090467214584,0.01488808367100373,4.266110719322401e-05
0.9558001756668091,0.952396755845456,0.9998267021296929
0.021207090467214584,0.01488808367100373,3.808156296737967e-05
0.9578824639320374,0.952396755845456,0.9998494426355645
0.021207090467214584,0.01488808367100373,3.22984313992709e-05
0.021205946803092957,0.01488808367100373,4.8656505224602906e-05
0.021207058802247047,0.01488808367100373,0.00010791510127140466
0.021207090467214584,0.01488808367100373,5.549572858961086e-05
0.9578278064727783,0.952396755845456,0.9998496503500826
0.021207090467214584,0.01488808367100373,6.054752153987765e-05
0.021207090467214584,0.01488808367100373,3.896740778179568e-05
0.021207090467214584,0.01488808367100373,2.363050632383298e-05
0.9577671885490417,0.952396755845456,0.9998673551027359
0.9577671885490417,0.952396755845456,0.9998734360157494
0.02120603434741497,0.01488808367100373,0.00011475174918846486
0.02120700106024742,0.01488808367100373,3.995405443084772e-05
0.02120603434741497,0.01488808367100373,0.00011163187117589662
0.021207090467214584,0.01488808367100373,6.053735396833639e-05
0.021207090467214584,0.01488808367100373,5.1389549673574525e-05
0.9578586220741272,0.952396755845456,0.9995487167495305
0.021902287378907204,0.01488808367100373,8.478958257804148e-05
0.021207090467214584,0.01488808367100373,5.193800429339562e-05
0.021207090467214584,0.01488808367100373,5.026576591184578e-05
0.9561802744865417,0.952396755845456,0.9998285440012602
0.9529866576194763,0.952396755845456,0.9997046752269759
0.9577671885490417,0.952396755845456,0.9998764595012073
0.02120700106024742,0.01488808367100373,3.2357640104707224e-05
0.021207090467214584,0.01488808367100373,7.097231855113669e-05
0.9578649997711182,0.952396755845456,0.9994485968196404
0.021684272214770317,0.01488808367100373,9.702994168706999e-05
0.9577671885490417,0.952396755845456,0.9998887173878939
0.02120700106024742,0.01488808367100373,2.9001048917911065e-05
0.9578586220741272,0.952396755845456,0.9996619294620092
0.02120700106024742,0.01488808367100373,6.72772294030557e-05
0.021207058802247047,0.01488808367100373,0.00010712627885726202
0.021207090467214584,0.01488808367100373,3.430328443956973e-05
0.021207090467214584,0.01488808367100373,5.106094132208501e-05
0.02120700106024742,0.01488808367100373,4.3498580787755355e-05
0.02120700106024742,0.01488808367100373,2.8323446158499214e-05
0.021207090467214584,0.01488808367100373,3.268037780413749e-05
0.9577671885490417,0.952396755845456,0.9998703432274684
0.9503147602081299,0.952396755845456,0.9996585626276343
0.021207090467214584,0.01488808367100373,5.22574526030531e-05
0.02120700106024742,0.01488808367100373,3.863395158516764e-05
0.9576078057289124,0.952396755845456,0.9998234802660715
0.024059034883975983,0.01488808367100373,0.00014546269789101279
0.02120603434741497,0.01488808367100373,8.103791727154708e-05
0.9578649997711182,0.952396755845456,0.9995556884083673
0.021207090467214584,0.01488808367100373,6.0466291741940495e-05
0.021207058802247047,0.01488808367100373,0.00011585395266889173
0.021207090467214584,0.01488808367100373,7.146089916740036e-05
0.021207090467214584,0.01488808367100373,4.625295728576107e-05
0.021210255101323128,0.01488808367100373,0.00012728513676121963
0.021207090467214584,0.01488808367100373,6.866284579189971e-05
0.021207058802247047,0.01488808367100373,8.977982542138182e-05
0.9569422006607056,0.952396755845456,0.9997615213882691
0.9578824639320374,0.952396755845456,0.9999028817386048
0.021207058802247047,0.01488808367100373,9.85826969033058e-05
0.021207090467214584,0.01488808367100373,6.895785389511558e-05
0.021210255101323128,0.01488808367100373,9.692041963100814e-05
0.9578824639320374,0.952396755845456,0.999730513561983
0.021207058802247047,0.01488808367100373,7.662797165154188e-05
0.021207090467214584,0.01488808367100373,6.825670798371524e-05
0.021210255101323128,0.01488808367100373,5.843897014203092e-05
0.021207090467214584,0.01488808367100373,4.245248286099037e-05
0.021207090467214584,0.01488808367100373,3.777158068645853e-05
0.021207090467214584,0.01488808367100373,6.080778326028383e-05
0.021207090467214584,0.01488808367100373,5.1135268580553005e-05
0.021207090467214584,0.01488808367100373,6.887513548923021e-05
0.021207090467214584,0.01488808367100373,6.15318995560591e-05
0.021207090467214584,0.01488808367100373,6.756948471407743e-05
0.021207090467214584,0.01488808367100373,4.743553547942642e-05
0.9578824639320374,0.952396755845456,0.9998458208905028
0.021206241101026535,0.01488808367100373,7.037202601706629e-05
0.021207058802247047,0.01488808367100373,0.00011552086427841947
0.021207090467214584,0.01488808367100373,3.517229435669335e-05
0.021207058802247047,0.01488808367100373,0.00015690735682147424
0.9578278064727783,0.952396755845456,0.9998363019635207
0.021207090467214584,0.01488808367100373,4.1598789908737063e-05
0.021210255101323128,0.01488808367100373,7.237748177530646e-05
0.021207090467214584,0.01488808367100373,4.161081607631305e-05
0.021207090467214584,0.01488808367100373,5.517789889202314e-05
0.02120603434741497,0.01488808367100373,0.0002076889438595049
0.02120603434741497,0.01488808367100373,5.027397220010414e-05
0.030561154708266258,0.01488808367100373,0.0002575863484933216
0.021207090467214584,0.01488808367100373,4.670508491099632e-05
0.021684272214770317,0.01488808367100373,9.826857394334396e-05
0.021207090467214584,0.01488808367100373,7.089756280313347e-05
0.021210255101323128,0.01488808367100373,0.00011695223681757934
0.021207090467214584,0.01488808367100373,4.9840410468921965e-05
